2011-01,354.0
2011-02,358.0
2011-03,358.0
2011-04,375.0
2011-05,375.0
2011-06,393.0
2011-07,400.0
2011-08,400.0
2011-09,389.0
2011-10,378.0
2011-11,370.0
2011-12,371.0
2012-01,363.0
2012-02,357.0
2012-03,362.0
2012-04,330.0
2012-05,328.0
2012-06,327.0
2012-07,367.0
2012-08,377.0
2012-09,371.0
2012-10,327.0
2012-11,320.0
2012-12,328.0
2013-01,328.0
2013-02,318.0
2013-03,344.0
2013-04,383.0
2013-05,413.0
2013-06,408.0
2013-07,421.0
2013-08,376.0
2013-09,381.0
2013-10,372.0
2013-11,371.0
2013-12,363.0
2014-01,360.0
2014-02,355.0
2014-03,368.0
2014-04,385.0
2014-05,393.0
2014-06,389.0
2014-07,391.0
2014-08,389.0
2014-09,388.0
2014-10,374.0
2014-11,364.0
2014-12,363.0
