2003-01,111900
2003-02,113947
2003-03,115101
2003-04,117659
2003-05,118141
2003-06,119029
2003-07,118729
2003-08,118396
2003-09,116857
2003-10,115218
2003-11,114577
2003-12,114826
2004-01,113928
2004-02,115624
2004-03,117192
2004-04,118506
2004-05,119624
2004-06,121431
2004-07,120109
2004-08,119897
2004-09,118356
2004-10,118249
2004-11,118308
2004-12,118346
2005-01,117357
2005-02,117835
2005-03,120583
2005-04,121339
2005-05,123010
2005-06,124850
2005-07,122013
2005-08,122084
2005-09,81045
2005-10,68810
2005-11,71612
2005-12,66189
2006-01,66123
2006-02,70931
2006-03,74581
2006-04,76058
2006-05,78186
2006-06,82946
2006-07,84413
2006-08,88163
2006-09,89686
2006-10,90725
2006-11,92295
2006-12,93876
